Id,in_degree,out_degree,in_strength_total,out_strength_total,in_strength_count,out_strength_count
164489,0,1,0.0,1488.0,0,2
27289,8,12,46844564.0,17475349.0,1706,1735
1606305,0,1,0.0,3659.0,0,7
22705,11,17,945664.0,133351.0,797,147
1508003,0,1,0.0,5.0,0,1
23608,12,17,642832.0,886303.0,112,988
1442474,0,1,0.0,14730.0,0,1
18444,5,10,207379.0,18406.0,17,67
18465,4,8,185817.0,697994.0,22,198
15244,156,20,12660732.0,101454.0,1990,37
13685,474,135,701071.0,49049.0,5435,371
15264,150,29,705897.0,77149.0,1747,55
13811,340,95,943233.0,2136879.0,3933,2376
15204,17,5,36001.0,83679.0,123,18
426680,1,2,2338.0,1909.0,1,18
1508026,0,1,0.0,2418.0,0,2
18283,2,5,2903.0,26783.0,3,7
1376959,0,1,0.0,24.0,0,1
26421,6,2,2087.0,309.0,16,2
18668,7,16,263263.0,407125.0,370,401
18673,9,18,260293.0,132163.0,53,107
18675,3,3,259278.0,61037.0,9,34
18676,3,4,33790.0,9856.0,26,38
754388,0,1,0.0,14681.0,0,2
218622,6,1,271345.0,2800.0,78,1
748,49,18,3564656.0,185046.0,2839,32
18829,6,15,78921.0,4459944.0,42,1106
18833,7,12,451905.0,401329.0,213,490
827,8,26,946295.0,1602071.0,47,778
18848,11,14,516463.0,1399985.0,486,800
1245934,0,1,0.0,1098.0,0,22
19564,10,18,148570.0,90838.0,533,385
754,77,10,295472.0,4213.0,2336,13
755,10,6,200522.0,155903.0,423,36
144059,2,1,6832.0,85085.0,4,210
85028,3,1,28736.0,906.0,39,15
13851,490,52,22769939.0,366546.0,24662,138
525045,2,3,11551.0,90369.0,5,173
25737,6,15,121639.0,110523.0,418,34
23623,8,6,30869.0,93946.0,70,153
1442547,0,1,0.0,32.0,0,1
14135,71,44,3140101.0,604878.0,3774,291
353232,1,3,722.0,36365.0,3,88
15362,65,15,689113.0,18500.0,2997,32
14900,296,66,429479.0,23259698.0,1727,15448
13797,51,1,295296.0,333.0,2388,3
13702,78,3,9376.0,178.0,90,3
26081,20,13,5534.0,3133.0,28,18
19412,161,10,86618.0,1051.0,365,10
24654,41,3,1572105.0,6496.0,3729,13
21826,76,1,200888.0,118.0,460,1
15546,60,11,1994362.0,43251.0,2065,26
21833,36,0,761792.0,0.0,580,0
16063,34,4,25850.0,109.0,647,8
15212,218,12,39047.0,19682.0,409,89
1100,6,21,30985.0,675549.0,33,303
98279,2,0,1129.0,0.0,2,0
348,381,0,468808.0,0.0,2896,0
14159,390,90,681455.0,28016171.0,2584,7001
30195,16,9,666546.0,115325.0,2250,69
15931,221,103,13732969.0,589738.0,9986,432
13836,157,92,4528026.0,424393.0,8714,393
15383,19,7,8203988.0,5772.0,904,10
22082,5,4,70444.0,103946.0,83,91
15407,138,66,1164751.0,635968.0,10080,1149
22001,13,7,844615.0,14705.0,1259,13
18856,5,1,1552.0,6265.0,19,35
15354,60,17,178260.0,42936.0,707,41
15147,38,13,355158.0,1830736.0,463,45
15377,39,4,65395.0,460.0,690,4
17914,68,11,141806.0,9117.0,286,16
13735,307,243,15067687.0,8352132.0,12358,6510
14112,76,60,387952.0,9917503.0,439,10988
39298,7,0,864253.0,0.0,214,0
130474,3,2,19946.0,209962.0,6,837
15024,310,156,4339911.0,2102551.0,12631,1116
23030,35,7,249857.0,1478.0,803,11
30169,26,12,7232899.0,42588.0,5911,26
13687,137,10,223550.0,2181.0,369,10
19104,94,2,12504.0,445.0,110,2
34768,19,3,179103.0,808651.0,360,101
28637,11,5,8569759.0,5194.0,1332,56
14906,120,0,223997.0,0.0,384,0
17574,202,6,680517.0,27842.0,1589,13
13718,22,1,858532.0,14839.0,1350,9
17850,107,0,158668.0,0.0,480,0
791,11,24,1802594.0,545732.0,1050,692
34500,42,6,2439260.0,1094703.0,2737,147
15085,24,4,50945.0,370.0,281,4
37157,25,10,58196.0,10886.0,451,30
1370,12,5,38196.0,142963.0,15,73
136423,2,0,39540.0,0.0,72,0
29447,29,60,10280603.0,2897320.0,844,2205
22122,15,0,31261.0,0.0,136,0
15753,73,0,37451.0,0.0,133,0
175919,3,1,767.0,57.0,3,1
92991,7,1,30566.0,43.0,137,1
18159,14,0,3292.0,0.0,20,0
22413,1,2,9898.0,7706.0,112,65
126189,1,1,5724.0,22976.0,1,25
15414,19,11,527108.0,528598.0,1246,660
1049373,0,1,0.0,72.0,0,1
192295,1,0,3850.0,0.0,1,0
15422,64,43,6208769.0,850271.0,6535,1349
87182,1,0,688.0,0.0,1,0
15560,23,0,25619.0,0.0,67,0
14016,186,127,1104578.0,732746.0,11568,1533
57658,4,0,7193.0,0.0,38,0
21737,6,2,67244.0,4741.0,134,2
171212,6,1,5250.0,110.0,34,2
77579,5,5,14973.0,21739.0,30,27
111734,10,1,69779.0,886.0,31,1
205966,1,1,236.0,347.0,1,1
208505,3,2,33245.0,11356.0,5,19
19028,58,13,1157502.0,5797.0,2593,22
35891,5,1,23934.0,163539.0,46,1
40194,15,4,81186.0,1853.0,916,8
557865,0,1,0.0,23.0,0,1
852781,0,1,0.0,723.0,0,1
1278765,0,1,0.0,1144.0,0,6
15500,39,23,940474.0,446420.0,1413,337
20119,22,0,11938.0,0.0,45,0
15373,16,5,1520194.0,5096.0,2435,11
247790,2,3,573502.0,33330.0,1067,106
30953,9,5,39673.0,19866.0,203,29
40243,7,3,153854.0,95680.0,15,268
483164,1,0,93591.0,0.0,40,0
15586,43,38,1530665.0,7976504.0,5024,1839
15335,37,5,54868.0,12019.0,541,12
21805,13,5,714067.0,23210.0,424,19
25230,12,10,372256.0,225305.0,165,28
19878,5,0,14607.0,0.0,22,0
209656,1,2,47500.0,1108.0,1,2
25506,33,19,413101.0,1641793.0,635,95
1278788,0,1,0.0,1539.0,0,1
347356,1,9,1539.0,223287.0,1,52
20897,5,6,56633.0,271885.0,20,149
164686,3,2,2295.0,2937.0,5,10
18055,6,2,34288.0,88899.0,55,268
128079,4,3,231886.0,17519.0,201,20
15172,5,4,1620032.0,88083.0,1381,12
15483,45,7,1816812.0,83667.0,1527,15
165823,3,3,1607365.0,23691.0,1132,7
23218,21,8,40510.0,2940.0,640,17
852,14,18,6915228.0,6174899.0,1291,1876
15910,47,3,1634731.0,1636.0,7463,4
15048,140,3,180672.0,4719.0,4512,9
15543,7,7,1833342.0,337764.0,1851,145
13731,11,3,15307.0,11420.0,61,11
20719,60,7,3665370.0,19855.0,3325,12
230228,0,2,0.0,358697.0,0,109
1442645,0,1,0.0,244.0,0,2
25134,7,10,49310.0,862342.0,40,395
22234,7,12,14697.0,546993.0,23,347
17997,89,42,2774965.0,192600.0,5441,170
16500,67,13,232252.0,48850.0,1035,61
34423,11,0,465.0,0.0,16,0
94492,3,2,66606.0,3143.0,103,39
37494,10,0,117217.0,0.0,124,0
50097,1,5,1013.0,6032.0,3,5
307626,1,0,183393.0,0.0,89,0
1573721,0,1,0.0,89.0,0,2
88147,6,1,3696.0,17.0,33,1
18910,78,2,173164.0,8677.0,2948,10
17119,48,1,175550.0,297.0,1976,13
37689,8,11,85573.0,193290.0,59,89
15088,62,0,51944.0,0.0,80,0
66437,4,6,245019.0,278957.0,755,603
1147749,0,1,0.0,1733.0,0,1
872,10,21,1944369.0,271597.0,719,331
564953,1,1,217376.0,129.0,119,8
119806,7,3,74679.0,8445.0,76,20
22385,79,9,199859.0,5626.0,1075,13
29856,8,5,42999.0,5410.0,160,7
33646,4,9,32389.0,1122868.0,13,468
530674,2,2,86061.0,27605.0,32,6
28695,6,13,190447.0,79414.0,77,109
883,5,12,295070.0,1178672.0,119,1182
40651,13,3,14487.0,1088.0,34,3
475004,1,0,96.0,0.0,1,0
13829,27,1,108750.0,1279.0,334,2
374627,1,0,9000.0,0.0,1,0
820088,0,1,0.0,893.0,0,43
551827,3,0,2331.0,0.0,113,0
852866,0,1,0.0,186490.0,0,84
33669,7,1,1145632.0,5561.0,353,11
606113,1,1,5561.0,145.0,11,1
25424,16,7,276511.0,29283.0,257,19
405619,1,0,6641.0,0.0,3,0
459660,3,1,9124.0,544.0,23,1
17950,62,790,6070596.0,147461485.0,3117,16363
913,4,6,45270.0,36819.0,61,89
38879,9,14,52244.0,270815.0,308,166
422637,1,0,8526.0,0.0,1,0
179992,3,1,124899.0,222.0,211,1
422655,1,0,5853.0,0.0,18,0
95186,4,4,19211.0,41793.0,25,167
17069,41,15,1371131.0,5871.0,5779,39
423373,1,1,50.0,8665.0,1,23
33688,4,4,101658.0,553078.0,41,266
14488,129,93,41164765.0,2603015.0,28111,1317
923,6,19,472728.0,2692647.0,365,1502
23782,4,9,1696806.0,704441.0,1299,375
99240,0,2,0.0,9988.0,0,5
442324,1,0,9952.0,0.0,3,0
525232,1,2,5151.0,309839.0,8,553
30753,2,14,311107.0,144410.0,553,335
123127,2,0,1219.0,0.0,3,0
29994,8,10,65866.0,252326.0,55,140
206002,3,2,26620.0,307.0,154,3
15615,71,42,1061795.0,376665.0,6558,488
206017,1,1,351.0,2404.0,1,1
19491,29,17,122750.0,64932.0,423,52
23064,25,2,10675.0,164.0,107,3
15396,6,1,4627.0,93961.0,8,125
17528,13,8,3177528.0,96669.0,2698,46
38008,7,0,2026.0,0.0,7,0
30174,9,10,6960.0,17047.0,15,37
440887,1,0,2000.0,0.0,2,0
355351,2,0,3475.0,0.0,8,0
38500,13,1,47467.0,237.0,96,1
525253,1,1,1851.0,274.0,1,1
676262,1,1,274.0,1851.0,1,1
852944,0,1,0.0,685.0,0,21
230358,1,1,731.0,731.0,1,1
1016792,0,1,0.0,11459.0,0,8
104163,2,4,14826.0,7949.0,34,6
721884,0,1,0.0,7894.0,0,1
721892,0,1,0.0,7683.0,0,13
26713,7,10,325052.0,578229.0,498,312
14111,40,32,4121235.0,78224.0,4393,479
17954,32,3,293060.0,18060.0,1266,44
295916,1,2,145.0,4757.0,1,77
1311731,0,1,0.0,2724.0,0,3
1012,2,8,2007.0,291163.0,2,76
21827,26,0,1669683.0,0.0,109,0
885753,0,1,0.0,3031.0,0,7
1508348,0,1,0.0,2226.0,0,3
43334,2,0,30301.0,0.0,22,0
885758,0,1,0.0,4172.0,0,1
21358,7,12,251216.0,35193.0,213,97
1213438,0,1,0.0,86.0,0,2
1311742,0,1,0.0,334.0,0,2
61651,7,0,120080.0,0.0,106,0
25031,5,9,7602.0,985664.0,22,680
30189,5,9,10512.0,358371.0,159,583
495603,1,2,16.0,106.0,1,2
984073,0,2,0.0,493.0,0,2
18298,13,10,451965.0,9514.0,662,92
29916,6,8,20949.0,52635.0,12,54
99340,2,6,14068.0,3378898.0,10,1603
204018,5,4,50874.0,165753.0,35,11
33811,1,3,150.0,48399.0,1,35
35887,3,1,81118.0,3972354.0,69,189
171397,1,1,150.0,150.0,1,1
345093,1,2,26008.0,80427.0,38,10
18008,171,118,22482921.0,1238060.0,10790,544
19126,33,9,110920.0,619.0,1210,9
16349,9,19,88702.0,574978.0,44,1120
37708,7,2,3765.0,11539.0,13,10
17349,97,3,186957.0,148.0,1169,4
18946,64,7,393340.0,4513.0,1214,11
56549,11,0,800164.0,0.0,465,0
46856,4,1,841342.0,679.0,413,2
17712,24,4,3524.0,212.0,42,4
19342,72,63,34745223.0,5674057.0,16912,1726
44596,6,1,318842.0,2327.0,302,1
31938,5,11,87031.0,575525.0,42,449
40506,8,1,815977.0,2119.0,420,1
15438,24,4,145886.0,8995.0,328,9
16989,47,47,882503.0,879964.0,1647,488
1147955,0,1,0.0,2910.0,0,1
33852,10,1,277247.0,283.0,567,1
409535,1,3,283.0,48764.0,1,105
1086,4,13,1212.0,63896.0,6,103
1117,8,19,298773.0,2085290.0,34,424
104083,5,3,318954.0,242.0,208,3
122528,3,0,29202.0,0.0,27,0
1016908,0,1,0.0,365.0,0,1
14047,113,7,149460.0,214.0,12124,10
30911,4,9,6618.0,58217.0,16,52
1115222,0,1,0.0,38.0,0,3
328836,1,2,984.0,1215.0,4,2
110212,8,0,4444.0,0.0,14,0
124390,2,0,7443.0,0.0,53,0
18105,13,9,2515344.0,1506790.0,640,278
153545,1,0,43790.0,0.0,52,0
394351,1,3,68800.0,201093.0,24,408
23434,6,1,105550.0,20771.0,153,1
525430,1,1,4805.0,28968.0,8,88
16914,9,3,63459.0,94634.0,155,13
40697,2,0,296.0,0.0,2,0
1151,1,7,16196.0,163776.0,3,75
233841,4,1,61262.0,181.0,43,1
133403,2,0,3313.0,0.0,9,0
66698,1,1,69607.0,11.0,123,1
45246,2,0,749.0,0.0,3,0
29257,25,15,57965.0,2572.0,356,27
23222,46,17,280671.0,10929.0,1127,63
66120,3,0,9487.0,0.0,18,0
17988,7,1,2995.0,50137.0,28,24
17383,8,2,110231.0,686.0,227,4
210074,1,1,228935.0,71.0,108,1
66714,1,1,21872.0,5384.0,9,1
427177,1,2,90.0,42894.0,2,138
245271,1,0,23.0,0.0,1,0
85338,4,5,28883.0,4438.0,86,12
122312,4,3,131067.0,18611.0,163,9
66732,1,2,18403.0,3643.0,124,21
885943,0,4,0.0,172593.0,0,180
16356,16,2,67091.0,2494.0,608,25
16257,8,6,302410.0,53695.0,150,111
1541310,0,1,0.0,4406.0,0,12
23343,6,13,100727.0,22513.0,222,280
1228,6,10,1576287.0,103851.0,2301,124
72928,2,2,41290.0,11485.0,68,12
289353,1,0,120.0,0.0,1,0
459991,0,2,0.0,40085.0,0,77
32178,3,0,29428.0,0.0,13,0
38123,22,0,1445.0,0.0,125,0
57597,2,4,2519.0,450464.0,3,612
37785,5,0,50835.0,0.0,103,0
1311965,0,1,0.0,8250.0,0,10
1410271,0,1,0.0,7416.0,0,2
26837,6,9,347956.0,89952.0,457,229
92170,2,2,461470.0,3361.0,424,3
34507,12,0,214663.0,0.0,455,0
17862,22,5,25697.0,854.0,113,6
19546,46,0,288177.0,0.0,5149,0
1253,6,15,40143.0,493882.0,27,391
180949,1,0,672.0,0.0,7,0
269927,1,1,29190.0,164.0,49,1
1017065,0,1,0.0,7250.0,0,2
1377519,0,1,0.0,500.0,0,1
19764,7,9,21952.0,9127.0,34,31
325022,1,1,4407.0,762.0,23,1
15577,59,2,321276.0,948.0,629,2
17444,53,0,322434.0,0.0,1020,0
1410287,0,1,0.0,37.0,0,1
99571,1,1,12560.0,190084.0,46,14
248553,2,2,195287.0,831.0,18,3
330387,2,3,1233.0,21631.0,3,42
32169,8,6,968167.0,592936.0,1224,332
331304,1,0,909.0,0.0,2,0
1283,6,18,105853.0,117612.0,24,166
484648,1,1,1089.0,2190.0,3,2
591115,1,1,1000.0,1508.0,2,4
26103,8,7,103837.0,5779.0,60,27
18401,7,4,482250.0,2523730.0,68,481
363494,1,0,17976.0,0.0,9,0
19069,103,41,831521.0,178408.0,1484,101
42747,10,1,196972.0,1015.0,255,1
591131,1,1,5.0,8550.0,1,14
1017115,0,2,0.0,1052.0,0,3
21549,7,12,8286.0,721391.0,13,382
34085,7,3,104935.0,16140.0,196,11
135867,2,11,1017527.0,25036242.0,20,260
26121,31,5,123776.0,448.0,465,7
1322,5,7,17589.0,17037.0,61,21
16871,7,9,88650.0,50326.0,353,27
153594,4,1,1474.0,956.0,5,4
464535,1,1,15803.0,13700.0,38,6
168576,2,3,44724.0,56621.0,20,86
198112,2,0,1303.0,0.0,23,0
1508661,0,1,0.0,118.0,0,1
52979,5,0,2575.0,0.0,13,0
387360,1,0,235.0,0.0,1,0
387373,1,0,40596.0,0.0,6,0
34103,3,2,21474.0,1228560.0,58,140
22229,6,20,1466912.0,61724.0,188,118
1353,6,4,6240862.0,179279.0,359,183
22330,4,178,15252.0,56858749.0,20,24323
1377613,0,1,0.0,119.0,0,1
418574,1,1,108396.0,1055.0,16,2
37126,11,7,99142.0,2575.0,410,12
37158,6,0,105980.0,0.0,121,0
136375,5,3,467010.0,717.0,353,9
1376,4,13,35881.0,101725.0,8,163
51165,4,6,31980.0,110943.0,42,75
66912,15,2,101673.0,3673.0,59,6
25331,2,3,7643.0,84344.0,6,75
787809,0,1,0.0,56.0,0,1
269745,1,4,8057.0,8114.0,2,30
525691,1,1,15.0,15.0,1,1
120422,5,1,192.0,15.0,6,1
1148311,0,1,0.0,180.0,0,14
468537,5,0,610.0,0.0,48,0
951706,0,1,0.0,28295.0,0,2
1050014,0,1,0.0,1351.0,0,1
171851,2,2,3613.0,81185.0,5,137
1443,6,13,49196.0,154978.0,49,390
569009,1,0,10.0,0.0,1,0
492964,1,3,6259.0,6557.0,1,5
24890,8,11,151120.0,73175.0,250,383
86591,7,3,40368.0,3190.0,327,5
74437,6,0,27950.0,0.0,59,0
460200,1,11,28.0,281261.0,1,91
249905,3,1,4776.0,3578.0,31,4
1148348,0,1,0.0,1543.0,0,2
22938,2,13,84704.0,293957.0,12,405
92313,2,1,1307.0,6655.0,14,8
31082,10,0,37453.0,0.0,72,0
77856,4,0,63593.0,0.0,111,0
92432,2,0,3066.0,0.0,28,0
427467,1,3,175830.0,74558.0,49,19
91938,2,3,32925.0,101575.0,14,201
1213902,0,1,0.0,234.0,0,26
13945,53,5,31895.0,570.0,132,5
92734,2,0,1355.0,0.0,8,0
18537,4,7,1497.0,15101.0,4,17
92741,1,0,9499.0,0.0,20,0
263635,1,3,14796.0,410165.0,1,335
17982,10,8,227076.0,76204.0,279,24
18284,7,0,187700.0,0.0,112,0
26139,9,5,412683.0,179930.0,91,223
1410515,0,1,0.0,268.0,0,1
121073,4,5,13040.0,135289.0,43,24
67043,10,8,1808618.0,64057.0,607,63
442568,2,2,55570.0,2190.0,50,3
37493,2,12,4072.0,127938.0,15,836
20054,23,0,73494.0,0.0,129,0
93624,1,1,1662.0,1481.0,1,4
93642,1,0,2267.0,0.0,3,0
99824,1,3,212520.0,116590.0,95,69
1213936,0,1,0.0,115.0,0,1
1574407,0,2,0.0,10559.0,0,2
22872,8,8,191846.0,899376.0,755,513
17760,6,18,27153.0,1011106.0,21,625
94731,1,1,146288.0,5516.0,173,16
1213960,0,1,0.0,1017.0,0,113
94963,1,0,4825.0,0.0,8,0
23410,5,1,2078.0,56.0,8,1
1213975,0,1,0.0,83.0,0,2
198181,2,1,14481.0,94.0,38,1
21455,12,28,541373.0,2408906.0,676,814
722477,0,1,0.0,28.0,0,1
32500,6,6,1618.0,1221.0,10,7
99891,0,1,0.0,6676.0,0,5
67124,1,2,13551.0,12118.0,1,33
19334,6,4,110429.0,14225.0,331,4
820789,0,1,0.0,25.0,0,1
21876,3,0,3679.0,0.0,24,0
919129,0,1,0.0,1976.0,0,3
34394,3,7,96167.0,20450.0,92,34
338,9,0,57603.0,0.0,115,0
853607,0,1,0.0,52.0,0,5
23324,3,7,193280.0,28707.0,12,8
98338,2,0,1465.0,0.0,2,0
98357,1,0,60887.0,0.0,33,0
37130,14,4,25882.0,11637.0,853,7
75622,5,6,1744041.0,270993.0,1565,48
91670,4,10,183903.0,48694.0,122,35
98830,1,0,15.0,0.0,1,0
1246838,0,1,0.0,15097.0,0,3
165505,2,1,13615.0,261.0,7,2
1017472,0,1,0.0,228.0,0,3
788103,0,1,0.0,5710.0,0,5
18590,6,12,70002.0,868395.0,33,410
100015,5,0,13396.0,0.0,29,0
100047,3,0,357868.0,0.0,188,0
97920,2,2,2846.0,404435.0,4,354
19981,40,8,136605.0,2985.0,727,15
38610,1,1,3000.0,363.0,1,11
18954,7,1,55578.0,848.0,97,4
100265,1,0,23965.0,0.0,31,0
100290,1,0,21623.0,0.0,18,0
30937,8,3,23661.0,11305.0,195,3
886445,0,1,0.0,2500.0,0,1
526000,2,1,2138.0,60.0,80,2
714133,1,1,60.0,1228.0,2,42
101131,2,0,15695.0,0.0,7,0
101156,6,5,31841.0,6301.0,21,6
17437,4,1,803.0,2366.0,5,15
101174,1,1,3716.0,18539.0,5,62
101220,7,0,23812.0,0.0,63,0
16917,11,8,15425.0,62460.0,41,130
24383,20,1,10420.0,4.0,867,1
624311,1,1,4235.0,1320.0,1,3
140516,3,1,3322.0,4235.0,5,1
101605,3,4,18390.0,108578.0,12,472
101609,3,1,68317.0,11633.0,39,1
101620,1,1,6400.0,60.0,1,1
102078,1,0,26211.0,0.0,29,0
1050317,0,1,0.0,88.0,0,1
657106,0,1,0.0,34624.0,0,34
1541885,0,2,0.0,7731.0,0,3
21304,7,24,2150560.0,962260.0,206,471
14155,8,1,5649.0,78.0,25,1
64328,3,2,15635.0,103.0,22,2
952072,0,1,0.0,63.0,0,1
30910,3,8,382.0,51715.0,5,68
100105,3,2,58841.0,150.0,150,2
20264,6,12,412372.0,411486.0,192,400
104213,1,0,22005.0,0.0,20,0
104223,2,0,1672.0,0.0,7,0
104284,1,0,11530.0,0.0,11,0
1443591,0,1,0.0,352.0,0,1
38116,10,3,3499.0,1548.0,44,9
104459,1,0,92961.0,0.0,185,0
21777,1,0,750.0,0.0,1,0
21854,3,1,3383.0,129.0,3,1
18631,1,2,49.0,5968.0,1,24
34609,0,10,0.0,159426.0,0,107
20846,8,19,799256.0,1554614.0,576,271
106011,1,1,8800.0,151288.0,1,32
36879,34,1,49272444.0,237381.0,1941,15
38241,3,0,2699.0,0.0,30,0
1378123,0,1,0.0,7.0,0,1
56039,11,0,10423.0,0.0,229,0
106698,2,0,774.0,0.0,2,0
32390,2,2,100181.0,3150.0,465,2
34641,4,3,9203.0,2859.0,35,6
27073,8,12,14539.0,509805.0,27,1114
22633,20,5,111686.0,198674.0,227,181
17061,15,11,71888.0,28459.0,229,43
107194,1,0,102322.0,0.0,39,0
34648,1,1,137775.0,776.0,83,1
107437,1,3,2873.0,2563.0,2,5
107874,2,1,269718.0,1288.0,29,3
49746,10,16,3766209.0,44483071.0,1123,11347
107920,1,0,73698.0,0.0,35,0
1378160,0,1,0.0,2576.0,0,2
140720,2,1,34474.0,431.0,123,1
31183,7,0,5227.0,0.0,48,0
23046,6,5,61528.0,570.0,277,7
1116028,0,1,0.0,5805.0,0,43
29204,7,3,66126.0,63812.0,207,16
722833,0,2,0.0,168.0,0,2
61505,9,7,33157.0,74021.0,315,55
61435,7,2,7802.0,4010.0,53,2
264082,1,1,36207.0,56876.0,6,247
109753,1,2,765.0,893.0,1,3
919442,0,4,0.0,61651.0,0,27
26466,3,7,84266.0,194571.0,42,142
34889,10,4,55505.0,380020.0,71,175
722843,0,2,0.0,856.0,0,6
886694,0,1,0.0,39.0,0,1
722856,0,1,0.0,160.0,0,4
525252,2,0,535.0,0.0,7,0
526272,1,1,53636.0,128.0,22,1
47852,5,3,113839.0,663069.0,146,88
1607618,0,1,0.0,198.0,0,4
15766,16,186,46588.0,345794700.0,58,262773
111857,1,0,25317.0,0.0,20,0
67536,8,2,7443.0,153253.0,10,243
39690,5,0,117398.0,0.0,62,0
39703,9,0,392828.0,0.0,481,0
296921,1,1,431.0,31898.0,1,121
112224,2,1,420172.0,39.0,322,1
100319,12,4,392218.0,12018.0,814,10
14005,4,13,873133.0,25294.0,932,71
29187,2,4,218469.0,204516.0,50,268
755681,0,1,0.0,434.0,0,1
1279971,0,1,0.0,5145.0,0,62
1116138,0,1,0.0,510.0,0,1
331714,4,2,17455.0,2230.0,36,41
428018,0,2,0.0,404.0,0,4
919539,0,1,0.0,447.0,0,1
952324,0,1,0.0,54.0,0,1
61165,2,2,11903.0,1747610.0,5,154
138402,3,1,187539.0,112.0,274,1
20052,38,6,107172.0,40488.0,266,68
113898,1,0,14093.0,0.0,9,0
113900,1,0,289816.0,0.0,42,0
113913,1,0,3402.0,0.0,2,0
18828,8,0,312430.0,0.0,69,0
1148951,0,1,0.0,1770.0,0,2
1017884,0,1,0.0,9115.0,0,72
20418,4,0,1580.0,0.0,5,0
39323,16,4,639616.0,7968.0,2228,32
37216,6,1,58833.0,598.0,54,2
115133,1,0,960.0,0.0,7,0
115227,1,0,4453.0,0.0,1,0
115256,2,2,1016.0,296279.0,5,595
1607725,0,1,0.0,110.0,0,1
22778,8,6,112610.0,16625.0,68,16
481209,3,4,433174.0,1196585.0,95,163
32168,16,6,25741.0,1396.0,44,15
56476,1,0,21883.0,0.0,110,0
1509432,0,1,0.0,2230.0,0,93
34884,2,9,2549.0,1056.0,5,13
570363,1,0,257522.0,0.0,166,0
1476696,0,1,0.0,1002.0,0,1
116963,1,0,97066.0,0.0,97,0
116970,1,2,566562.0,1955.0,236,5
22238,6,24,60668.0,104220.0,12,158
117215,1,0,22814.0,0.0,22,0
36898,19,5,85943.0,8364.0,90,7
26247,2,5,110.0,12860.0,2,10
198764,0,63,0.0,2539104.0,0,536
25189,7,22,3263889.0,1007995.0,97,933
36309,3,4,4151.0,3349.0,30,6
24081,8,17,1282211.0,469167.0,366,337
18141,5,4,17748.0,395972.0,47,279
25298,4,15,4744.0,535811.0,4,259
552929,4,4,11207.0,97900.0,10,21
24103,9,9,362118.0,1006214.0,101,281
523415,2,6,117674.0,373854.0,15,112
18207,5,11,209550.0,136142.0,38,78
13767,7,8,310896.0,164158.0,105,98
19285,5,19,291146.0,699428.0,111,567
19292,8,5,103943.0,250194.0,29,67
18045,5,10,3852821.0,16541.0,2956,16
30933,6,5,413445.0,412318.0,409,150
1247350,0,1,0.0,24960.0,0,2
1443963,0,1,0.0,666.0,0,1
118083,1,0,7907.0,0.0,4,0
118087,1,0,9783.0,0.0,13,0
17861,3,0,639.0,0.0,3,0
17879,2,3,25888.0,83016.0,33,26
34940,2,10,206646.0,11316.0,126,15
21595,7,2,61736.0,1758.0,143,3
39903,7,2,915069.0,64395.0,682,11
40748,4,1,78715.0,3822.0,83,3
32645,4,8,4826.0,2322531.0,4,3196
119107,1,1,1017.0,3108.0,1,2
1083555,0,1,0.0,37.0,0,1
1411256,0,1,0.0,2911.0,0,8
91720,13,5,583412.0,73778.0,222,16
120004,1,2,124605.0,79970.0,49,243
120008,1,1,264190.0,4527.0,141,17
13760,6,8,150261.0,145613.0,376,363
85731,4,1,7897.0,137.0,46,1
39865,7,1,26689.0,773.0,48,1
133310,1,1,16940.0,2308.0,1,5
854211,0,1,0.0,466.0,0,1
93186,2,2,9390.0,1385.0,15,4
120695,5,8,1315009.0,3817294.0,46,114
166116,1,1,6786.0,136.0,39,1
297201,1,1,5685.0,8.0,83,2
788724,0,1,0.0,280.0,0,1
30877,3,8,7955.0,114634.0,18,320
23767,8,1,25553.0,2155.0,23,3
1181958,0,1,0.0,2343.0,0,2
1411340,0,1,0.0,1198.0,0,1
29319,4,3,240492.0,2689.0,20,4
123081,1,0,66308.0,0.0,72,0
123154,2,0,13557.0,0.0,21,0
73988,2,1,42544.0,2160.0,44,4
123433,1,1,272668.0,29368.0,56,45
101400,2,3,14650.0,2234.0,2,8
123507,1,1,240.0,539.0,2,5
16022,4,1,1045.0,428192.0,6,385
78101,2,0,970.0,0.0,2,0
461105,1,1,135833.0,91649.0,308,199
133427,0,12,0.0,15920.0,0,104
28738,9,17,121321.0,367493.0,35,574
124600,5,4,503659.0,41187.0,1173,63
79394,2,1,175085.0,72.0,193,1
1575259,0,1,0.0,1918.0,0,2
23499,3,7,10131.0,75775.0,11,103
231775,1,1,380.0,27752.0,4,28
1247593,0,1,0.0,349.0,0,1
21259,8,3,87775.0,18614.0,273,4
166253,0,1,0.0,115829.0,0,219
126556,1,0,1000.0,0.0,1,0
126603,1,0,2001.0,0.0,1,0
126606,1,0,584.0,0.0,1,0
23977,11,4,105569.0,294893.0,577,175
20731,6,23,185.0,28993.0,7,403
1608064,0,1,0.0,869.0,0,3
30060,6,6,467694.0,352552.0,4856,91
199042,0,5,0.0,5286995.0,0,188
127257,2,2,353.0,51928.0,3,102
756136,0,1,0.0,174.0,0,1
39848,9,10,27118669.0,8598597.0,3572,836
128569,1,2,174.0,1026.0,1,2
87116,8,3,2629425.0,11774.0,959,4
17415,36,3,244244.0,456.0,1647,3
77613,3,0,3644.0,0.0,6,0
37638,14,10,198396.0,18334.0,446,26
